priority,pdf_page,printed_page,block_id,block_type,reasons,issues,evidence_ids,short_chunk_ids,title_path,text,page_image,review_status,corrected_text,corrected_title_path,review_note
P1,113,105,DOC004_P113_B030,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,X40.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B031,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,F0.15,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B032,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,A：循环加工第3层回循环起点（精加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B033,code,ocr_or_structure_issue,low_confidence|inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G00,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B034,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,X82.0Z28.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B035,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,O：返回0点,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,114,106,DOC004_P114_B003,paragraph,short_structural_chunk|ocr_or_structure_issue,low_confidence,,DOC004_STRUCTURAL_T512_V02_C0007,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,5632080,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,114,106,DOC004_P114_B004,caption,short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0007,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,图2-68 零件加工参数图,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,114,106,DOC004_P114_B005,heading,short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0007,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,2.4.2 外圆锥面切削循环G90,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,114,106,DOC004_P114_B006,subheading,used_by_reviewed_evidence,,EDEV002,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,（1）外圆锥面切削循环（G90),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,114,106,DOC004_P114_B007,label,used_by_reviewed_evidence,,EDEV002,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,指令格式：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,114,106,DOC004_P114_B009,label,used_by_reviewed_evidence,,EDEV002,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,各地址含义：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,114,106,DOC004_P114_B010,paragraph,used_by_reviewed_evidence,,EDEV002,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,X、Z为圆锥面切削终点坐标值，U、W为圆锥面切削终点相对于循环起点的相对坐标值，F为进给量。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,114,106,DOC004_P114_B012,paragraph,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,1R(a)(b)(c),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P1,115,107,DOC004_P115_B001,header_footer,ocr_or_structure_issue,possible_ocr_confusion|header_chapter_number_missing,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,第章车削加工编程107,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B004,caption,ocr_or_structure_issue,table_layout_requires_review,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,表2-31外圆锥面切削循环刀具轨迹对应关系,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B005,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,刀具轨迹四步循环刀位点逐段编程加工采用G指令循环加工采用G指令A→B进刀切削起点B,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B006,code,ocr_or_structure_issue,low_confidence|inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,G00,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B007,paragraph,ocr_or_structure_issue,inside_table_candidate|low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,B→C切削切削终点C,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B008,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,G01,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B009,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,G90,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B010,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,C→D退刀退刀点D,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B011,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,G01,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B012,paragraph,ocr_or_structure_issue,inside_table_candidate|low_confidence|possible_ocr_confusion,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,D→A返回循环起点AGOO提示：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B013,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,①循环起点A取值应比圆锥大径值大，可取距工件右端面2mm的安全距离，距外圆锥大径5mm的退刀距离。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B014,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,②外圆锥面切削循环中切削起点（B点）和切削终点（C点）坐标值与圆锥大径（D）、圆锥小径（d）和锥度（C）三个参数的关系如图2-71所示。注意外圆锥面切削循环指令中R值及其正负符号，当安全距离取2mm时，则有：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B015,paragraph,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,Xb =d-2CXb—Xc_d-DR=22该计算式子结果包括R值的符号。切削起点和终点与圆锥参数关系见图2-71。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,115,107,DOC004_P115_B016,paragraph,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,日DA(循环起点)CC(切削终点）CBB-→G00(a)x（→G01安全距离,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_115.png,pending,,,
P1,116,108,DOC004_P116_B006,paragraph,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,D-d_50-42锥度C1，假定循环起点A(60，2），则L4050Xb −Xc_d−D42-50R=C1=—4.2。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_116.png,pending,,,
P1,116,108,DOC004_P116_B007,paragraph,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,2225400sφ,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_116.png,pending,,,
P1,117,109,DOC004_P117_B001,header_footer,ocr_or_structure_issue,possible_ocr_confusion|header_chapter_number_missing,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,第章车削加工编程| 109,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B003,paragraph,short_structural_chunk|ocr_or_structure_issue,low_confidence,,DOC004_STRUCTURAL_T512_V02_C0012,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,351:5153020φ$00244084,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B004,caption,short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0012,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,图2-73 零件加工参数图,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B005,heading,short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0012,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,2.4.3外圆柱（锥）螺纹切削循环G92,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B006,subheading,used_by_reviewed_evidence,,EDEV013,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,（1）外螺纹切削循环（G92）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B007,label,used_by_reviewed_evidence,,EDEV013,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,指令格式：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B009,paragraph,used_by_reviewed_evidence,,EDEV013,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,RF,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B010,label,used_by_reviewed_evidence,,EDEV013,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,各地址含义：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B013,caption,used_by_reviewed_evidence,,EDEV014,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,图2-74R取值示意图,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B014,subheading,used_by_reviewed_evidence,,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,（2）外螺纹切削循环刀具轨迹,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,117,109,DOC004_P117_B015,paragraph,used_by_reviewed_evidence,,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,加工外圆柱螺纹（外圆锥螺纹）时，刀具由循环起点开始按矩形（直梯形）循环，最后返回循环起点。外螺纹切削循环指令刀轨如图2-75所。刀具轨迹对应关系如表2-32所示。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P1,118,110,DOC004_P118_B013,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,【例2-31】加工如图2-76所示外圆柱螺纹，端面已加工，外圆柱面已加工至所需尺寸。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B014,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,40DA(循环起点),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B015,code,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,Z0EW,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B021,caption,ocr_or_structure_issue,table_layout_requires_review,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,表2-33总加工余量、各层背吃刀量及主要加工尺寸,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B022,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,mm总加工余量2×0.54P=2.16精加工（第3层）半精加工（第2层）粗加工（第1层）背吃刀量ap,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B023,heading,suspicious_chapter_path,,,,第0章 > 0.26,0.26,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B024,heading,suspicious_chapter_path,,,,第0章 > 0.8,0.8,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B025,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0017,第1章 > 1.1,1.1,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B026,paragraph,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0017,第1章 > 1.1,主要加工尺寸d,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B027,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0017,第27章 > 27.84,27.84,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B028,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0017,第28章 > 28.1（27.84+0.26),28.1（27.84+0.26),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B029,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),28.9(28.1+0.8),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B030,paragraph,suspicious_chapter_path|short_structural_chunk|ocr_or_structure_issue,low_confidence|possible_ocr_confusion,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),编制加工程序如下GOO,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B031,code,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),X40.0Z3.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B032,code,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),G92,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B033,code,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),X28.9,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B034,code,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),Z-42.0F2,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B035,paragraph,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),（粗加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B036,code,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),X28.1,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B037,paragraph,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),（半精加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B038,code,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),X27.84,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B039,paragraph,suspicious_chapter_path|short_structural_chunk|ocr_or_structure_issue,low_confidence|possible_ocr_confusion,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),（精加工）GOO,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,118,110,DOC004_P118_B040,code,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0018,第28章 > 28.9(28.1+0.8),X100.0Z50.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P1,119,111,DOC004_P119_B001,header_footer,ocr_or_structure_issue,possible_ocr_confusion|header_chapter_number_missing,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,第章车削加工编程111,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B003,paragraph,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,"4解：相关参数值计算或选择为D=50mm，d=45mm，L=50mm，C=1/10,P=3mm，δ1=4mm，δ2=2mm，Xb=d-δ1C-2×0.54P=45-4×1/10-2×0.54×3=41.36（mm）,X=D+δ₂C-2×0.54P=50+2×1/10-2×0.54×3=46.96（mm），R=(Xb-Xc)/2=-2.8(mm)。",E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B008,paragraph,ocr_or_structure_issue,low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,5,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B012,caption,ocr_or_structure_issue,table_layout_requires_review,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,表2-34粗、精加工总加工余量、各层背吃刀量及主要加工尺寸,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B013,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,mm总加工余量2×0.54P=3.24精加工（第3层）半精加（第2层）粗加工（第1层）背吃刀量ap,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B014,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0020,第0章 > 0.24,0.24,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B015,paragraph,suspicious_chapter_path|short_structural_chunk|ocr_or_structure_issue,low_confidence,,DOC004_STRUCTURAL_T512_V02_C0020,第0章 > 0.24,12Xb主要加,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B016,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0020,第41章 > 41.36,41.36,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B017,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0020,第41章 > 41.6（41.36+0.24),41.6（41.36+0.24),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B018,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0021,第42章 > 42.6（41.6+1),42.6（41.6+1),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B019,paragraph,suspicious_chapter_path|short_structural_chunk|ocr_or_structure_issue,low_confidence,,DOC004_STRUCTURAL_T512_V02_C0021,第42章 > 42.6（41.6+1),工尺寸Xc,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B020,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0021,第46章 > 46.96,46.96,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B021,heading,suspicious_chapter_path|short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0021,第47章 > 47.2（46.96+0.24）,47.2（46.96+0.24）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B022,heading,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),48.2(47.2+1),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B023,paragraph,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),粗、精加工编程如下。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B024,code,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),GO0 X60.0Z4.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B025,code,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),G92,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B026,code,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),X48.2Z-52.0R-2.8 F3,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B027,paragraph,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),（粗加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B028,code,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),X47.2,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B029,paragraph,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),（半精加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B030,code,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),X46.96,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B031,paragraph,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),（精加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B032,code,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),G00X100.0 Z50.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B033,exercise_heading,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),练一练,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,119,111,DOC004_P119_B034,paragraph,suspicious_chapter_path,,,,第48章 > 48.2(47.2+1),加工如图2-76所示外圆柱螺纹，已知毛坯直径为38mm，试编写该加工程序。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_119.png,pending,,,
P1,120,112,DOC004_P120_B003,paragraph,short_structural_chunk,,,DOC004_STRUCTURAL_T512_V02_C0023,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.4 外圆车削复合循环G71,提示：由于提供的是毛坯，应先加工外圆柱面至直径为36mm[或按实际取值36一0.1X3=35.7（mm）]，然后再进行螺纹加工。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_120.png,pending,,,
